food_code,food_group,food_name,edible_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fibre_g,ash_g,ca_mg,fe_mg,mg_mg,p_mg,k_mg,na_mg,zn_mg,se_mcg,vit_a_rae_mcg,vit_a_re_mcg,retinol_mcg,beta_carotene_mcg,thiamin_mg,riboflavin_mg,niacin_mg,folate_dfe_mcg,food_folate_mcg,vit_b12_mcg,vit_c_mg
07051,"07 MEAT, POULTRY AND EGGS","Pork, meat, unspecified part, boiled (without salt)",1.0,1550.0,374.0,41.8,29.1,28.6,0.0,0.0,1.1,30.0,1.8,12.0,164.0,195.0,40.0,2.45,44.0,0.0,0.0,0.0,0.0,0.29,0.18,2.9,4.0,4.0,1.0,0.0
07052,"07 MEAT, POULTRY AND EGGS","Pork, meat, unspecified part, grilled (without salt and fat)",1.0,1480.0,356.0,44.9,27.0,27.6,0.0,0.0,1.0,26.0,1.3,18.0,228.0,307.0,75.0,2.27,41.0,0.0,0.0,0.0,0.0,0.63,0.21,4.3,5.0,5.0,1.0,0.0
07053,"07 MEAT, POULTRY AND EGGS","Rabbit meat, stewed (without salt)",1.0,872.0,207.0,51.4,35.8,7.1,0.0,0.0,2.0,15.0,1.5,17.0,341.0,299.0,47.0,2.35,37.0,12.0,12.0,12.0,0.0,0.27,0.05,5.5,10.0,10.0,5.0,0.0
07054,"07 MEAT, POULTRY AND EGGS","Rabbit meat, roasted (without salt and fat)",1.0,674.0,160.0,62.4,27.7,5.5,0.0,0.0,1.5,13.0,1.1,17.0,280.0,336.0,51.0,1.82,28.0,9.0,9.0,9.0,0.0,0.31,0.05,6.0,10.0,10.0,4.0,0.0
07055,"07 MEAT, POULTRY AND EGGS","Sausage, beef, grilled (without salt and fat)",1.0,927.0,223.0,48.1,16.1,17.0,0.0,3.0,3.0,57.0,1.6,35.0,623.0,316.0,815.0,4.55,106.0,155.0,161.0,150.0,65.0,0.03,0.13,2.9,10.0,10.0,2.0,0.0
07056,"07 MEAT, POULTRY AND EGGS","Sausage, frankfurters, boiled (without salt)",1.0,1130.0,272.0,59.2,10.3,25.3,0.0,2.0,2.0,68.0,1.5,11.0,155.0,66.0,876.0,2.37,7.0,8.0,10.0,6.0,23.0,0.03,0.07,0.7,2.0,2.0,1.0,0.0
07057,"07 MEAT, POULTRY AND EGGS","Sausage, liver, grilled (without salt and fat)",1.0,1530.0,369.0,40.7,17.3,33.3,0.0,0.0,4.1,40.0,8.5,16.0,291.0,193.0,1080.0,3.07,77.0,9970.0,9970.0,9970.0,0.0,0.2,2.03,4.9,34.0,34.0,18.0,0.0
07058,"07 MEAT, POULTRY AND EGGS","Sausage, pork, boiled (without salt)",1.0,1470.0,355.0,48.0,12.5,33.6,0.0,1.0,2.7,23.0,1.1,16.0,174.0,148.0,665.0,1.85,28.0,26.0,27.0,24.0,13.0,0.03,0.12,2.2,15.0,15.0,0.0,0.0
07059,"07 MEAT, POULTRY AND EGGS","Sausage, pork, grilled (without salt and fat)",1.0,1730.0,419.0,37.4,16.0,39.0,0.0,2.0,3.5,34.0,1.5,21.0,211.0,189.0,900.0,2.36,36.0,33.0,34.0,31.0,16.0,0.04,0.16,3.2,25.0,25.0,1.0,0.0
08001,08 FISH AND SEAFOOD,"Cod, fillet, raw",,,,,,,,,,15.0,0.2,26.0,209.0,367.0,79.0,0.37,27.0,,,,,,,,,,,
08002,08 FISH AND SEAFOOD,"Dagaa fish (omena), dried, raw",,,,,,,,,,2790.0,6.9,98.0,2730.0,800.0,300.0,16.0,22.0,,,,,,,,,,,
08003,08 FISH AND SEA FOOD,"Eel, raw",0.67,733.0,176.0,69.6,17.7,11.7,0.0,0.0,1.41,20.0,0.6,20.0,216.0,272.0,70.5,1.62,6.5,1043.0,1043.0,1043.0,0.0,0.2,0.35,3.5,15.0,15.0,3.0,1.8
08004,08 FISH AND SEA FOOD,"Herring stock, raw",0.5,480.0,114.0,70.8,18.9,4.3,0.0,0.0,2.6,67.0,1.1,32.0,250.0,357.0,95.0,0.81,36.0,31.0,31.0,31.0,0.0,0.05,0.23,3.2,8.0,8.0,12.22,0.0
08005,08 FISH AND SEAFOOD,"Lungfish, fillet, raw",,,,,,,,,,180.0,2.6,20.0,253.0,168.0,91.0,1.12,24.0,9.0,9.0,9.0,0.0,,0.28,2.2,2.0,2.0,1.64,0.2
08006,08 FISH AND SEA FOOD,"Mudfish (kamongo), fillet, raw",0.4,431.0,102.0,78.3,17.8,3.5,0.0,0.0,1.2,23.0,0.5,24.0,180.0,301.0,41.0,1.07,38.0,9.0,9.0,9.0,0.0,0.07,0.03,3.0,14.0,14.0,3.5,0.0
08007,08 FISH AND SEA FOOD,"Mackerel, raw",0.62,534.0,127.0,76.8,18.7,5.9,0.0,0.0,1.3,23.0,0.9,33.0,215.0,395.0,66.0,0.52,48.0,25.0,25.0,25.0,0.0,0.1,0.15,2.9,1.0,1.0,3.9,1.8
08008,08 FISH AND SEAFOOD,"Nile perch, dry, raw",,,,,,,,,,516.0,4.0,112.0,1092.0,859.0,376.0,2.0,84.0,186.0,186.0,186.0,0.0,0.0,0.0,8.0,28.0,28.0,5.0,0.0
08009,08 FISH AND SEA FOOD,"Nile perch, fillet w/o bones, raw",0.69,356.0,84.0,77.37,19.0,0.9,0.0,0.0,1.2,133.0,1.0,29.0,282.0,222.0,97.0,0.56,22.0,15.0,15.0,15.0,0.0,0.0,0.0,2.0,7.0,7.0,1.3,0.0
08010,08 FISH AND SEAFOOD,"Nile tilapia, fillet, w/o skin and bones, raw",,,,,,,,,,109.0,2.7,17.0,167.0,151.0,64.0,0.5,17.0,10.0,10.0,10.0,0.0,0.04,0.15,3.23,5.0,5.0,1.51,0.0
08011,08 FISH AND SEA FOOD,"Prawns, flesh, raw",0.51,419.0,99.0,75.1,18.4,1.1,3.9,0.0,1.6,59.0,1.5,43.0,246.0,252.0,191.0,1.43,42.0,16.0,20.0,11.0,56.0,0.04,0.08,2.7,14.0,14.0,2.14,0.3
08012,08 FISH AND SEA FOOD,"Sardine, flesh, raw",0.6,605.0,145.0,71.2,19.5,7.4,0.0,0.0,2.1,42.0,1.3,36.0,256.0,364.0,38.0,1.2,50.0,,,,,,,,,,,
08013,08 FISH AND SEA FOOD,"Shark, raw",0.67,398.0,94.0,74.4,21.6,0.8,0.0,0.0,1.1,8.0,0.38,32.58,263.0,372.0,63.63,0.46,28.9,,,,,,,,,,,
08014,08 FISH AND SEA FOOD,"Tuna, raw",0.58,500.0,118.0,68.9,25.0,2.0,0.0,0.0,1.5,5.0,0.8,41.0,266.0,379.0,50.0,0.46,73.0,,,,,,,,,,,
08015,08 FISH AND SEA FOOD,"Cod, fillet, steamed (without salt)",0.28,380.0,90.0,77.5,20.7,0.7,0.0,0.0,1.5,18.0,0.2,27.0,217.0,336.0,82.0,0.45,29.0,2.0,,2.0,0.0,0.06,0.06,1.6,8.0,8.0,2.0,0.0
08016,08 FISH AND SEAFOOD,"Cod, fillet, grilled (without salt and fat)",,,,,,,,,,20.0,0.2,31.0,251.0,416.0,90.0,0.49,35.0,,,,,,,,,,,
08017,08 FISH AND SEA FOOD,"Cod, fillet, boiled in recipe (without salt and fat)",0.28,380.0,90.0,77.5,20.7,0.7,0.0,0.0,1.5,18.0,0.3,31.0,255.0,448.0,97.0,0.45,32.0,2.0,,2.0,0.0,0.06,0.08,2.1,10.0,10.0,2.0,1.0
08018,08 FISH AND SEA FOOD,"Dagaa fish (omena), dried, stewed (without salt)",1.0,638.0,152.0,59.6,27.0,4.8,0.0,0.0,4.5,1270.0,3.1,44.0,1240.0,364.0,136.0,7.39,10.0,58.0,,58.0,0.0,0.13,0.24,7.9,18.0,18.0,24.0,0.0
08019,08 FISH AND SEA FOOD,"Eel, steamed (without salt)",0.63,830.0,199.0,64.8,21.3,12.6,0.0,0.0,1.7,24.0,0.6,20.0,221.0,246.0,72.0,1.95,7.0,880.0,,880.0,0.0,0.18,0.3,3.0,13.0,13.0,3.0,2.0
08020,08 FISH AND SEA FOOD,"Eel, grilled (without salt and fat)",0.61,874.0,210.0,62.6,23.0,13.1,0.0,0.0,1.8,26.0,0.7,23.0,252.0,300.0,78.0,2.1,8.0,1084.0,,1084.0,0.0,0.23,0.41,4.1,16.0,16.0,4.0,2.0
08021,08 FISH AND SEA FOOD,"Eel, boiled in recipe (without salt and fat)",0.63,883.0,212.0,63.4,21.3,14.0,0.0,0.0,1.7,24.0,0.7,24.0,260.0,328.0,85.0,1.95,8.0,1131.0,,1131.0,0.0,0.2,0.42,4.0,15.0,15.0,3.0,2.0
08022,08 FISH AND SEA FOOD,"Herring stock, steamed (without salt)",0.45,578.0,137.0,64.9,22.7,5.2,0.0,0.0,3.1,80.0,1.1,33.0,256.0,322.0,97.0,0.97,39.0,34.0,,34.0,0.0,0.05,0.19,2.7,7.0,7.0,12.0,0.0
08023,08 FISH AND SEA FOOD,"Herring stock, grilled (without salt)",0.44,623.0,148.0,62.1,24.5,5.6,0.0,0.0,3.4,87.0,1.3,37.0,292.0,394.0,105.0,1.05,47.0,36.0,,36.0,0.0,0.06,0.27,3.7,8.0,8.0,14.0,0.0
08024,08 FISH AND SEA FOOD,"Herring stock, boiled in recipe (without salt and fat)",0.45,578.0,137.0,64.9,22.7,5.2,0.0,0.0,3.1,80.0,1.4,39.0,301.0,430.0,114.0,0.97,43.0,34.0,,34.0,0.0,0.06,0.28,3.6,8.0,8.0,13.0,0.0
08025,08 FISH AND SEA FOOD,"Lungfish, fillet, steamed (without salt)",0.89,371.0,88.0,76.5,19.1,1.2,0.0,0.0,1.3,217.0,2.5,21.0,259.0,152.0,93.0,1.34,26.0,10.0,,10.0,0.0,0.0,0.24,1.8,2.0,2.0,2.0,0.0
08026,08 FISH AND SEA FOOD,"Lungfish, fillet, grilled (without salt and fat)",0.89,400.0,94.0,74.7,20.6,1.3,0.0,0.0,1.4,234.0,2.9,24.0,296.0,185.0,100.0,1.45,31.0,11.0,,11.0,0.0,0.0,0.33,2.5,2.0,2.0,2.0,0.0
08027,08 FISH AND SEAFOOD,"Lungfish, fillet, boiled in recipe (without salt and fat)",,,,,,,,,,217.0,3.2,24.0,305.0,202.0,109.0,1.34,28.0,,,,,,,,,,,
08028,08 FISH AND SEAFOOD,"Mudfish (kamongo), fillet, steamed (without salt)",,,,,,,,,,28.0,0.5,24.0,184.0,272.0,42.0,1.29,41.0,,,,,,,,,,,
08029,08 FISH AND SEA FOOD,"Mudfish (kamongo), fillet, grilled (without salt and fat)",0.34,560.0,133.0,71.8,23.2,4.5,0.0,0.0,1.5,30.0,0.6,28.0,210.0,333.0,45.0,1.39,49.0,11.0,11.0,11.0,0.0,0.08,0.04,3.5,14.0,14.0,4.0,0.0
08030,08 FISH AND SEAFOOD,"Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)",,,,,,,,,,28.0,0.7,29.0,217.0,363.0,49.0,1.29,46.0,,,,,,,,,,,
08031,08 FISH AND SEAFOOD,"Prawns, fresh, steamed (without salt)",,,,,,,,,,71.0,1.4,44.0,252.0,228.0,196.0,1.72,45.0,,,,,,,,,,,
08032,08 FISH AND SEA FOOD,"Prawns, fresh, grilled (without salt and fat)",0.47,487.0,115.0,71.0,21.4,1.3,4.0,0.0,1.9,69.0,1.7,50.0,286.0,293.0,223.0,1.66,48.0,16.0,,11.0,58.0,0.04,0.1,2.9,13.0,13.0,2.0,0.0
08033,08 FISH AND SEAFOOD,"Prawns, fresh, boiled in recipe (without salt and fat)",,,,,,,,,,71.0,1.5,47.0,267.0,258.0,196.0,1.72,50.0,16.0,,11.0,59.0,0.04,0.09,2.9,13.0,13.0,2.0,0.0
08034,08 FISH AND SEA FOOD,"Sardine, fresh, steamed (without salt)",0.56,666.0,159.0,67.4,23.0,7.4,0.0,0.0,2.5,50.0,1.2,36.0,256.0,321.0,38.0,1.45,53.0,10.0,,10.0,0.0,0.01,0.04,0.7,19.0,19.0,0.0,0.0
08035,08 FISH AND SEA FOOD,"Sardine, fresh, grilled (without salt and fat)",0.52,733.0,175.0,63.2,26.8,7.5,0.0,0.0,2.9,58.0,1.5,44.0,316.0,423.0,45.0,1.68,69.0,,,,,,,,,,,
08036,08 FISH AND SEA FOOD,"Sardine, fresh, boiled in recipe (without salt and fat)",0.56,712.0,170.0,66.2,23.0,8.7,0.0,0.0,2.5,50.0,1.6,42.0,301.0,428.0,45.0,1.45,59.0,13.0,,13.0,0.0,0.01,0.06,1.0,23.0,23.0,1.0,0.0
08037,08 FISH AND SEA FOOD,"Shark, steamed (without salt)",0.63,479.0,113.0,69.2,26.0,1.0,0.0,0.0,1.4,10.0,0.4,33.0,269.0,336.0,65.0,0.55,31.0,1.0,,1.0,0.0,0.03,0.03,2.3,3.0,3.0,1.0,0.0
08038,08 FISH AND SEA FOOD,"Shark, grilled (without salt and fat)",0.61,517.0,122.0,66.8,28.1,1.1,0.0,0.0,1.5,11.0,0.4,38.0,307.0,411.0,70.0,0.6,38.0,,,,,,,,,,,
08039,08 FISH AND SEA FOOD,"Shark, boiled in recipe (without salt and fat)",0.63,479.0,113.0,69.2,26.0,1.0,0.0,0.0,1.4,10.0,0.5,39.0,316.0,448.0,77.0,0.55,35.0,1.0,,1.0,0.0,0.03,0.05,3.1,3.0,3.0,2.0,0.0
08040,08 FISH AND SEA FOOD,"Tuna, steamed (without salt)",0.52,625.0,148.0,61.1,31.2,2.5,0.0,0.0,1.8,7.0,0.8,44.0,283.0,355.0,53.0,0.57,83.0,20.0,,20.0,0.0,0.15,0.13,14.3,2.0,2.0,5.0,0.0
08041,08 FISH AND SEA FOOD,"Tuna, grilled (without salt and fat)",0.51,675.0,160.0,57.9,33.8,2.7,0.0,0.0,2.0,7.0,1.0,50.0,324.0,435.0,57.0,0.62,99.0,,,,,,,,,,,
08042,08 FISH AND SEA FOOD,"Tuna, boiled in recipe (without salt and fat)",0.52,625.0,148.0,61.1,31.2,2.5,0.0,0.0,1.8,7.0,1.0,52.0,333.0,474.0,63.0,0.57,92.0,20.0,,20.0,0.0,0.17,0.18,19.4,3.0,3.0,5.0,0.0
09002,09 OILS AND FAT,Corn oil,1.0,3700.0,900.0,0.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,6.0,6.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09004,09 OILS AND FAT,"Margarine,20% fat",1.0,728.0,177.0,78.8,0.0,19.5,0.4,0.0,1.3,0.0,0.0,1.0,14.0,25.0,733.0,0.0,0.0,819.0,870.0,768.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09006,09 OILS AND FAT,"Margarine,80% fat",1.0,3070.0,748.0,15.0,0.1,83.0,0.0,0.0,1.9,10.0,0.0,2.0,10.0,5.0,300.0,0.0,0.0,819.0,870.0,768.0,610.0,0.0,0.0,0.0,1.0,1.0,0.06,0.15
09008,09 OILS AND FAT,Olive oil,1.0,3700.0,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09010,09 OILS AND FAT,Red palm oil,1.0,3660.0,891.0,1.0,0.0,99.0,0.0,0.0,0.1,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5490.0,11000.0,0.0,65800.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
09012,09 OILS AND FAT,Soya bean oil,1.0,3700.0,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10001,10 NUTS AND SEEDS,"Bambara groundnuts, dried, raw",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.04,0.07,2.3,,,0.0,0.0
10002,10 NUTS AND SEEDS,"Coconut, fresh, mature fruit, flesh",0.48,1740.0,423.0,37.1,4.4,39.0,8.5,10.1,1.0,18.0,2.3,47.0,146.0,125.0,29.0,0.73,3.0,0.0,0.0,0.0,0.0,0.08,0.08,1.0,14.0,14.0,0.0,2.6
10003,10 NUTS AND SEEDS,"Coconut, fresh, young or immature, flesh",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.03,0.6,1.2,20.0,20.0,0.0,5.8
10004,10 NUTS AND SEEDS,"Coconut meat, dried (desiccated)",1.0,2730.0,663.0,4.3,6.7,63.7,7.6,16.1,1.6,25.7,2.7,88.8,210.0,536.0,36.5,2.0,3.0,0.0,0.0,0.0,0.0,0.08,0.1,0.6,9.0,9.0,0.0,2.0
10005,10 NUTS AND SEEDS,"Jack fruit, seed, mature, dry, raw",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.15,0.07,0.6,148.0,148.0,0.0,4.3
10006,10 NUTS AND SEEDS,"Mustard Seeds, Dry, Raw",1.0,2160.0,522.0,8.2,18.8,39.7,15.5,13.7,4.2,433.0,16.0,220.0,587.0,380.0,2.0,3.9,70.0,3.0,6.0,0.0,37.0,0.65,0.26,3.7,75.0,75.0,0.0,0.0
10007,10 NUTS AND SEEDS,"Nut, almond, with or without skin, raw, unsalted",,,,,,,,,,,,,,,,,,1.0,2.0,0.0,9.0,0.18,0.93,3.7,37.0,37.0,0.0,0.2
10008,10 NUTS AND SEEDS,"Nut, cashew, dry, raw, unsalted",1.0,2470.0,595.0,5.9,16.5,48.0,21.5,5.8,2.3,33.0,4.9,244.0,578.0,536.0,11.0,5.36,32.0,1.0,1.0,0.0,6.0,0.65,0.25,1.8,24.0,24.0,0.0,0.0
10009,10 NUTS AND SEEDS,"Nut, ground nut, with skin, unsalted, dry, raw",,,,,,,,,,,,,,,,,,0.0,1.0,0.0,4.0,0.85,0.14,15.0,110.0,110.0,0.0,0.0
10010,10 NUTS AND SEEDS,"Nut, macadamia, raw, unsalted",0.27,2860.0,696.0,,7.7,6.8,70.9,2.0,11.2,44.0,2.2,100.0,276.0,308.0,5.0,1.3,10.0,0.0,0.0,0.0,0.0,0.27,0.1,2.0,114.0,114.0,0.0,4.6
10011,10 NUTS AND SEEDS,"Nut, pistachio, raw, unsalted",,,,,,,,,,,,,,,,,,16.0,31.0,0.0,187.0,0.81,0.17,1.2,63.0,63.0,0.0,1.4
10012,10 NUTS AND SEEDS,Peanut Butter,1.0,2450.0,593.0,5.9,20.1,48.4,15.0,8.3,2.3,117.0,5.5,225.0,232.0,630.0,1.0,2.24,12.0,0.0,1.0,0.0,4.0,0.85,0.14,15.0,110.0,110.0,0.0,0.0
10013,10 NUTS AND SEEDS,"Seed, pumpkin, hulled & dried, unsalted",,,,,,,,,,,,,,,,,,19.0,38.0,0.0,228.0,0.33,0.16,1.6,56.0,56.0,0.0,1.9
10014,10 NUTS AND SEEDS,"Seed, sesame (sim sim) unsalted, dry, raw",1.0,2490.0,602.0,4.9,15.3,54.1,6.4,14.3,5.0,1430.0,9.7,333.0,803.0,322.0,7.0,1.72,21.0,0.0,1.0,0.0,5.0,1.01,0.34,5.1,103.0,103.0,0.0,0.0
10015,10 NUTS AND SEEDS,"Seed, sunflower, unsalted, dry, raw",,,,,,,,,,,,,,,,,,1.0,1.0,0.0,7.0,0.86,0.2,14.2,224.0,224.0,0.0,0.0
10016,10 NUTS AND SEEDS,"Water Melon, Seed Kernel, Dry, Raw",1.0,2450.0,590.0,,5.0,30.0,47.5,7.6,6.0,69.0,7.1,513.0,706.0,433.0,99.0,3.4,10.0,0.0,0.0,0.0,0.0,0.12,0.2,3.1,58.0,58.0,0.0,0.0
11002,11 SUGAR AND SWEETENED PRODUCTS,"Sugarcane, Juice, Raw",1.0,159.0,37.0,90.2,0.1,0.2,8.5,0.6,0.4,10.0,1.1,13.0,22.0,150.0,1.0,0.14,0.0,1.0,2.0,0.0,10.34,0.03,0.04,0.1,45.0,45.0,0.0,6.7
12001,12 BEVERAGES,"Beef, broth",,,,,,,,,,,,,,,,,,1.0,1.0,0.67,0.0,0.01,0.03,0.4,2.0,2.0,0.0,0.0
12002,12 BEVERAGES,"Coconut, fresh, water",1.0,98.0,23.0,93.9,0.8,0.1,4.8,0.0,0.4,24.0,0.2,11.0,14.0,130.0,5.0,0.13,1.0,0.0,0.0,0.0,0.0,0.01,0.05,0.1,14.0,14.0,0.0,2.5
12003,12 BEVERAGES,"Coffee, instant, dry powder or granules",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,42.9,13.0,13.0,0.0,2.0
12004,12 BEVERAGES,"Drinking chocolate, powder",1.0,2260.0,541.0,1.0,4.4,30.9,60.4,2.0,1.4,60.0,2.0,98.0,128.0,591.0,120.0,1.55,3.0,61.0,62.0,60.0,9.0,0.03,0.15,0.5,6.0,6.0,0.0,1.0
12005,12 BEVERAGES,"Tea, chai, instant dry powder",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.99,10.8,103.0,103.0,0.0,0.0
12006,12 BEVERAGES,"Water, tap",1.0,0.0,0.0,99.95,0.0,0.0,0.0,0.0,0.05,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12007,12 BEVERAGES,"Wine, Red",1.0,306.0,74.0,88.4,0.2,0.0,1.8,0.0,0.3,8.0,0.3,11.0,16.0,89.0,10.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0
12008,12 BEVERAGES,"Wine, White, Dry",1.0,313.0,76.0,88.7,0.1,0.0,0.7,0.0,0.2,8.0,0.5,8.0,12.0,54.0,14.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0
12009,12 BEVERAGES,"Wine, White, Sweet",1.0,391.0,94.0,84.0,0.2,0.0,5.4,0.0,0.2,10.0,0.6,9.0,16.0,81.0,20.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.5
13002,13 CONDIMENTS AND SPICES,"Baking powder, dry powder",1.0,760.0,179.0,4.9,0.1,0.2,43.9,0.8,50.2,4280.0,9.7,34.0,8410.0,10200.0,8850.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13004,13 CONDIMENTS AND SPICES,"Bay leaf, dried",1.0,1480.0,353.0,5.4,7.6,8.4,48.7,26.3,3.6,832.0,43.0,120.0,112.0,530.0,23.0,3.7,3.0,309.0,618.0,0.0,3710.0,0.01,0.42,2.0,180.0,180.0,0.0,46.5
13006,13 CONDIMENTS AND SPICES,"Chilli, fresh, raw",0.9,188.0,45.0,85.7,1.2,0.4,6.9,4.8,1.2,15.0,1.2,30.0,51.0,320.0,3.0,0.27,1.0,45.0,91.0,0.0,545.0,0.09,0.11,0.9,23.0,23.0,0.0,94.1
13008,13 CONDIMENTS AND SPICES,"Cinnamon, dried, ground",1.0,1010.0,244.0,13.1,2.8,2.6,26.3,52.3,2.9,1183.0,8.3,54.0,21.0,482.0,17.0,2.0,3.0,3.0,7.0,0.0,39.0,0.02,0.07,1.3,28.0,28.0,0.0,27.9
13010,13 CONDIMENTS AND SPICES,"Coconut, Milk",1.0,579.0,140.0,82.4,1.0,14.3,1.8,0.3,0.3,5.0,0.5,10.0,43.0,131.0,19.0,0.26,2.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,14.0,14.0,0.0,0.9
13011,13 CONDIMENTS AND SPICES,"Coriander Leaves, fresh, raw",,,,,,,,,,,,,,,,,,317.0,635.0,0.0,3810.0,0.3,0.1,0.9,62.0,62.0,0.0,35.9
13012,13 CONDIMENTS AND SPICES,"Coriander seed, dried, ground",1.0,1430.0,347.0,10.7,13.4,18.8,10.1,41.7,5.3,613.0,20.1,245.0,347.0,1189.0,27.0,3.6,24.9,10.0,20.0,0.0,122.0,0.22,0.35,3.4,86.0,86.0,0.0,29.0
13013,13 CONDIMENTS AND SPICES,"Cumin seeds, dried, raw",,,,,,,,,,,,,,,,,,44.0,88.0,0.0,527.0,0.55,0.19,3.2,90.0,90.0,0.0,15.0
13014,13 CONDIMENTS AND SPICES,"Curry leaves, fresh, raw",0.83,355.0,86.0,66.9,7.7,1.3,2.5,16.8,4.9,740.0,6.9,201.0,70.0,584.0,19.0,1.18,17.0,645.0,1290.0,0.0,7740.0,0.08,0.17,1.6,94.0,94.0,0.0,7.0
13015,13 CONDIMENTS AND SPICES,Curry powder,,,,,,,,,,,,,,,,,,80.0,161.0,0.0,965.0,0.25,0.28,3.5,56.0,56.0,0.0,11.0
13016,13 CONDIMENTS AND SPICES,"Fenugreek leaves, fresh, raw",0.44,158.0,38.0,87.3,4.4,0.2,2.2,4.9,1.0,185.0,7.8,61.0,48.0,96.0,66.0,0.54,4.0,609.0,1220.0,0.0,7300.0,0.12,0.26,1.2,75.0,75.0,0.0,80.1
13017,13 CONDIMENTS AND SPICES,"Fenugreek seeds, raw",,,,,,,,,,,,,,,,,,8.0,15.0,0.0,91.0,0.34,0.29,1.5,57.0,57.0,0.0,3.0
13018,13 CONDIMENTS AND SPICES,Garam masala,1.0,1530.0,368.0,10.1,15.6,15.1,31.0,22.6,5.6,760.0,32.6,330.0,390.0,1450.0,97.0,3.8,17.0,,,,,,,,,,,
13020,13 CONDIMENTS AND SPICES,"Ginger, dried, ground",0.85,1400.0,332.0,9.9,6.9,4.5,59.4,12.9,6.3,152.0,24.3,335.0,310.0,1225.0,50.0,3.72,55.0,80.0,161.0,0.0,965.0,0.16,0.27,3.5,88.0,88.0,0.0,29.0
13021,13 CONDIMENTS AND SPICES,"Green Ginger (Mature), fresh, raw",,,,,,,,,,,,,,,,,,3.0,6.0,0.0,35.0,0.03,0.06,2.5,30.0,30.0,0.0,8.0
13022,13 CONDIMENTS AND SPICES,"Mint Leaves, fresh, raw",0.45,182.0,44.0,84.9,4.8,1.1,0.1,7.2,1.9,200.0,3.6,34.0,62.0,380.0,28.0,0.8,1.0,62.0,123.0,0.0,740.0,0.15,0.09,1.7,114.0,114.0,0.0,26.0
13023,13 CONDIMENTS AND SPICES,"Onion, mature, red skinned, peeled, fresh, raw",,,,,,,,,,,,,,,,,,1.0,2.0,0.0,10.0,0.02,0.04,0.3,14.0,14.0,0.0,7.0
13024,13 CONDIMENTS AND SPICES,"Onion, spring, raw",0.78,130.0,31.0,90.8,1.8,0.3,4.1,2.3,0.7,44.0,1.3,14.0,34.0,225.0,12.0,0.3,1.0,53.0,105.0,0.0,632.0,0.04,0.06,0.6,48.0,48.0,0.0,26.0
13025,13 CONDIMENTS AND SPICES,"Parsley, fresh, raw",,,,,,,,,,,,,,,,,,354.0,708.0,0.0,4250.0,0.15,0.04,1.1,55.0,55.0,0.0,119.0
13026,13 CONDIMENTS AND SPICES,"Pepper, ground, black, dry, raw",1.0,1250.0,297.0,11.8,10.3,2.7,44.7,26.3,4.3,463.0,19.4,253.0,188.0,576.0,25.0,1.28,3.0,14.0,29.0,0.0,171.0,0.09,0.14,0.7,10.0,10.0,0.0,0.0
13028,13 CONDIMENTS AND SPICES,"Spice, mixed or all spice",1.0,1490.0,360.0,8.5,9.4,16.3,26.3,35.8,3.8,727.0,35.5,203.0,277.0,1440.0,90.0,3.65,3.0,,,,,,,,,,,
13029,13 CONDIMENTS AND SPICES,"Tamarind , fruit, dry, raw",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.54,60.0,0.18,2.0,10.0,10.0,0.0,0.6
