food_code,food_group,food_name,edible_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fibre_g,ash_g,ca_mg,fe_mg,mg_mg,p_mg,k_mg,na_mg,zn_mg,se_mcg,vit_a_rae_mcg,vit_a_re_mcg,retinol_mcg,beta_carotene_mcg,thiamin_mg,riboflavin_mg,niacin_mg,folate_dfe_mcg,food_folate_mcg,vit_b12_mcg,vit_c_mg
05024,05 FRUITS,"Papaya, yellow skin, peeled, raw",0.76,153.0,36.0,89.8,0.6,0.3,6.8,2.1,0.5,21.0,0.6,28.0,17.0,140.0,4.0,0.2,0.0,85.0,170.0,0.0,1018.0,0.04,0.03,0.3,37.0,37.0,0.0,51.0
05025,05 FRUITS,"Passion fruit, dark purple skin, raw",,,,,,,,,,10.0,0.6,28.0,68.0,200.0,19.0,0.8,1.0,,,,,,,,,,,
05026,05 FRUITS,"Passion Fruit, juice",1.0,408.0,96.0,75.5,0.8,0.1,22.9,0.2,0.5,13.0,0.4,21.0,20.0,252.0,10.0,0.3,0.0,45.0,90.0,0.0,538.0,0.07,0.01,1.5,8.0,8.0,0.0,23.0
05027,05 FRUITS,"Peach, yellow-fleshed, unpeeled, raw",,,,,,,,,,5.0,0.3,8.0,20.0,203.0,2.0,0.11,1.0,,,,,,,,,,,
05028,05 FRUITS,"Pear, unpeeled, raw",0.85,200.0,48.0,86.0,0.4,0.2,9.1,4.0,0.3,8.0,0.3,7.0,11.0,96.0,1.0,0.08,0.0,1.0,2.0,0.0,14.0,0.03,0.03,0.1,7.0,7.0,0.0,4.0
05029,05 FRUITS,"Pineapple, canned in syrup, whole contents",,,,,,,,,,4.0,0.4,11.0,3.0,80.0,6.0,0.0,1.0,,,,,,,,,,,
05030,05 FRUITS,"Pineapple, raw",0.68,172.0,41.0,88.6,0.48,0.2,8.1,2.3,0.3,16.0,0.4,13.0,8.0,143.0,1.0,0.37,1.0,3.0,5.0,0.0,31.0,0.05,0.03,0.12,32.0,32.0,0.0,36.4
05031,05 FRUITS,"Plum, purple skin, raw",,,,,,,,,,10.0,0.4,7.0,12.0,158.0,1.0,0.1,0.0,,,,,,,,,,,
05032,05 FRUITS,"Pomegranate, raw",0.57,312.0,74.0,78.1,1.6,0.2,13.3,6.4,0.4,12.0,0.8,9.0,37.0,172.0,4.0,0.4,1.0,4.0,9.0,0.0,53.0,0.06,0.06,0.4,38.0,38.0,0.0,15.0
05033,05 FRUITS,"Raspberry, raw",,,,,,,,,,27.0,0.8,25.0,37.0,156.0,1.0,0.32,1.0,,,,,,,,,,,
05034,05 FRUITS,"Strawberry, raw",0.96,146.0,35.0,90.0,0.7,0.2,6.3,2.5,0.4,19.0,0.6,8.0,27.0,158.0,3.0,0.18,1.0,0.0,0.0,0.0,1.0,0.03,0.02,0.1,39.0,39.0,0.0,49.0
05035,05 FRUITS,"Tangerine, juice, non-commercial",,,,,,,,,,12.0,0.2,11.0,20.0,178.0,1.0,0.03,0.1,,,,,,,,,,,
05036,05 FRUITS,"Tangerine, pulp, raw",0.75,218.0,52.0,86.2,0.87,0.2,10.8,1.5,0.4,26.0,0.0,17.0,17.0,150.0,2.0,0.1,1.0,1.0,2.0,0.0,10.0,0.08,0.05,0.3,24.0,24.0,0.0,36.0
05037,05 FRUITS,"Tree tomato, dark red skin, peeled, raw",,,,,,,,,,56.0,1.0,19.0,51.0,133.0,20.0,0.4,0.0,,,,,,,,,,,
05038,05 FRUITS,"Watermelon, fruit, green with white stripes, raw",0.64,112.0,26.0,92.9,0.6,0.3,5.0,0.93,0.3,4.0,0.7,10.0,20.0,88.0,2.0,0.21,0.0,21.0,41.0,0.0,246.0,0.03,0.04,0.26,16.0,16.0,0.0,11.5
05039,05 FRUITS,"Zambarau, peeled, raw",,,,,,,,,,44.0,0.5,17.0,17.0,72.0,11.0,0.42,1.0,,,,,,,,,,,
06001,06 MILK AND DAIRY PRODUCTS,"Butter (cow milk), no added salt (~80-84% fat)",1.0,3020.0,735.0,17.2,1.1,81.3,0.0,0.0,0.7,,,,,,,,,845.0,858.0,832.0,153.0,0.0,0.05,1.1,6.0,6.0,0.0,0.0
06002,06 MILK AND DAIRY PRODUCTS,"Butter (cow milk), salted (~80% fat)",1.0,3040.0,739.0,15.3,1.1,81.3,0.6,0.0,1.7,17.0,0.01,2.0,16.0,23.0,776.0,0.06,1.0,845.0,858.0,832.0,153.0,0.0,0.05,1.1,6.0,6.0,0.0,0.0
06003,06 MILK AND DAIRY PRODUCTS,"Cheese, cheddar, regular fat",1.0,1660.0,401.0,37.0,26.0,32.8,0.4,0.0,3.8,,,,,,,,,166.0,174.0,159.0,87.0,0.04,0.5,1.5,52.0,52.0,1.9,1.0
06004,06 MILK AND DAIRY PRODUCTS,"Cheese, cottage (cow milk), plain, skimmed",1.0,382.0,91.0,79.0,13.3,2.5,3.8,0.0,1.5,60.0,0.1,8.0,143.0,123.0,450.0,0.24,6.0,34.0,37.0,30.0,44.0,0.05,0.2,0.5,3.0,3.0,0.6,0.0
06005,06 MILK AND DAIRY PRODUCTS,"Cheese, cottage (cow milk), plain, whole",1.0,508.0,121.0,75.4,15.4,5.7,2.1,0.0,1.4,,,,,,,,,,35.0,38.0,31.0,44.0,0.05,0.29,0.5,3.0,3.0,0.6
06006,06 MILK AND DAIRY PRODUCTS,"Cheese, cottage, Milk, Cow, Sour",1.0,515.0,122.0,73.6,13.7,4.3,7.2,0.0,1.2,112.0,0.7,8.0,180.0,104.0,364.0,0.4,10.0,,37.0,38.0,36.0,12.0,0.03,0.27,0.1,12.0,12.0,0.43
06007,06 MILK AND DAIRY PRODUCTS,"Cream, pure, 35% fat",1.0,943.0,229.0,72.0,2.4,23.6,1.7,0.0,0.3,,,,,,,,,,174.0,184.0,164.0,118.0,0.03,0.12,0.0,64.0,64.0,0.2
06008,06 MILK AND DAIRY PRODUCTS,Ghee (cow milk),1.0,3690.0,898.0,0.0,0.3,99.9,0.0,0.0,0.5,2.0,0.2,0.0,3.0,5.0,2.0,0.01,1.0,,900.0,940.0,860.0,480.0,0.0,0.01,0.0,0.0,0.0,0.0
06009,06 MILK AND DAIRY PRODUCTS,"Ice cream, caramel flavour, regular fat",1.0,856.0,205.0,61.4,3.7,10.6,23.6,0.0,0.7,,,,,,,,,,166.0,182.0,150.0,190.0,0.0,0.29,0.7,10.0,10.0,0.1
06010,06 MILK AND DAIRY PRODUCTS,"Ice cream, chocolate flavour, regular fat",1.0,946.0,226.0,56.4,4.4,12.0,24.2,2.0,1.0,130.0,0.9,30.0,110.0,245.0,71.0,0.6,2.0,,145.0,147.0,143.0,23.0,0.0,0.19,0.2,16.0,16.0,0.25
06011,06 MILK AND DAIRY PRODUCTS,"Ice cream, strawberry flavour, regular fat",1.0,842.0,201.0,60.7,3.5,9.5,25.2,0.5,0.7,,,,,,,,,,139.0,155.0,123.0,190.0,0.02,0.27,0.4,11.0,11.0,0.2
06012,06 MILK AND DAIRY PRODUCTS,"Ice cream, vanilla flavour, regular fat",1.0,834.0,199.0,62.7,3.9,10.6,22.2,0.0,0.7,117.0,0.2,12.0,84.0,142.0,64.0,0.23,1.0,,166.0,182.0,150.0,190.0,0.0,0.25,0.7,10.0,10.0,0.1
06013,06 MILK AND DAIRY PRODUCTS,"Ice cream, vanilla flavour, with nuts, regular fat",1.0,917.0,219.0,59.6,4.0,12.2,23.3,0.2,0.7,,,,,,,,,,162.0,177.0,146.0,186.0,0.0,0.29,0.7,11.0,11.0,0.1
06014,06 MILK AND DAIRY PRODUCTS,"Milk, camel, whole, fresh, raw",1.0,219.0,52.0,89.8,2.2,2.8,4.5,0.0,0.7,56.0,1.5,16.0,92.0,344.0,119.0,0.35,2.0,15.0,16.0,13.0,18.0,0.61,0.08,0.0,8.0,8.0,0.6,0.0
06015,06 MILK AND DAIRY PRODUCTS,"Milk, cow, condensed, skimmed, sweetened, raw",1.0,1210.0,284.0,27.0,9.9,0.2,60.7,0.0,2.2,358.0,0.3,30.0,300.0,446.0,125.0,1.05,8.0,0.0,0.0,0.0,2.0,0.1,0.6,0.3,0.0,0.0,0.4,2.0
06016,06 MILK AND DAIRY PRODUCTS,"Milk, cow, condensed, whole, sweetened, raw",1.0,1410.0,335.0,25.8,8.3,9.2,54.8,0.0,1.9,,,,,,,,,74.0,78.0,70.0,46.0,0.1,0.5,0.3,0.0,0.0,0.4,1.0
06017,06 MILK AND DAIRY PRODUCTS,"Milk, cow, powder, skimmed",1.0,1530.0,361.0,4.1,37.2,0.9,51.0,0.0,6.8,1290.0,0.4,115.0,1000.0,1602.0,550.0,3.83,23.0,5.0,5.0,4.0,7.0,0.45,1.64,0.9,54.0,54.0,4.0,2.0
06018,06 MILK AND DAIRY PRODUCTS,"Milk, cow, powder, whole",1.0,2070.0,495.0,3.2,26.1,26.4,38.4,0.0,6.0,,,,,,,,,395.0,408.0,383.0,149.0,0.34,1.32,0.8,54.0,54.0,3.2,3.0
06019,06 MILK AND DAIRY PRODUCTS,"Milk, cow, skimmed, raw",1.0,162.0,38.0,89.8,3.5,0.1,5.8,0.0,0.8,130.0,0.1,12.0,109.0,170.0,44.0,0.32,1.0,0.0,0.0,0.0,1.0,0.03,0.18,0.1,6.0,6.0,0.4,1.0
06020,06 MILK AND DAIRY PRODUCTS,"Milk, cow, whole, fermented (Lala - Industrial)",1.0,269.0,65.0,88.3,2.8,4.1,4.1,0.0,0.7,100.0,0.1,10.0,138.0,126.0,36.0,0.34,3.0,34.0,34.0,34.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0
06021,06 MILK AND DAIRY PRODUCTS,"Milk, cow, whole, fermented (Lala - mursik)",,,,,,,,,,,,,,,,,,41.0,41.0,41.0,0.0,0.0,0.27,0.0,0.0,0.0,0.1,1.0
06022,06 MILK AND DAIRY PRODUCTS,"Milk, cow, whole, fresh, raw",1.0,292.0,70.0,86.3,3.3,3.5,6.1,0.0,0.7,119.0,0.1,11.0,122.0,136.0,39.0,0.63,3.0,41.0,43.0,40.0,18.0,0.0,0.27,0.0,8.0,8.0,0.59,0.0
06023,06 MILK AND DAIRY PRODUCTS,"Milk, goat, fluid, whole, raw",1.0,325.0,78.0,85.3,3.5,4.5,5.8,0.0,0.9,180.0,0.1,12.0,128.0,207.0,57.0,0.35,1.0,32.0,32.0,32.0,0.0,0.05,0.19,0.5,1.0,1.0,0.35,0.5
06024,06 MILK AND DAIRY PRODUCTS,"Milk, human/breast, mature, fluid",1.0,303.0,73.0,87.2,1.2,4.4,7.1,0.0,0.2,32.0,0.0,3.0,15.0,51.0,14.0,0.17,2.0,61.0,61.0,60.0,7.0,0.02,0.03,0.2,5.0,5.0,0.05,4.0
06025,06 MILK AND DAIRY PRODUCTS,"Milk, sheep, fluid, whole, raw",1.0,391.0,94.0,82.8,5.1,5.8,5.2,0.0,1.1,,,,,,,,,81.0,81.0,81.0,0.0,0.07,0.36,0.4,7.0,7.0,0.7,4.0
06026,06 MILK AND DAIRY PRODUCTS,"Yoghurt, cow milk, whole, plain",1.0,356.0,85.0,82.0,2.9,3.1,11.3,0.0,0.7,,,,,,,,,34.0,36.0,32.0,23.0,0.1,0.2,0.1,0.0,0.0,0.2,0.0
06027,06 MILK AND DAIRY PRODUCTS,"Milk, camel, whole, fresh, boiled",1.0,257.0,62.0,88.0,2.6,3.3,5.3,0.0,0.8,66.0,1.7,18.0,108.0,404.0,140.0,0.41,2.0,16.0,16.0,16.0,0.0,0.65,0.09,0.0,8.0,8.0,1.0,0.0
06028,06 MILK AND DAIRY PRODUCTS,"Milk, cow, skimmed, boiled",1.0,190.0,45.0,88.0,4.1,0.1,6.8,0.0,0.9,153.0,0.1,14.0,128.0,200.0,52.0,0.38,1.0,0.0,0.0,0.0,1.0,0.03,0.2,0.1,6.0,6.0,0.0,1.0
06029,06 MILK AND DAIRY PRODUCTS,"Milk, cow, whole, fresh, boiled",1.0,344.0,82.0,83.8,3.9,4.2,7.2,0.0,0.9,,,,,,,,,47.0,47.0,47.0,0.0,0.0,0.3,0.0,8.0,8.0,1.0,0.0
06030,06 MILK AND DAIRY PRODUCTS,"Milk, goat, fluid, whole, boiled",1.0,382.0,92.0,82.7,4.1,5.3,6.8,0.0,1.1,211.0,0.1,14.0,150.0,243.0,68.0,0.41,1.0,38.0,38.0,38.0,0.0,0.05,0.21,0.5,1.0,1.0,0.0,0.0
06031,06 MILK AND DAIRY PRODUCTS,"Milk, sheep, fluid, whole, boiled",1.0,459.0,110.0,79.8,6.0,6.8,6.2,0.0,1.2,227.0,0.1,21.0,166.0,206.0,52.0,0.64,2.0,95.0,95.0,95.0,0.0,0.07,0.4,0.4,7.0,7.0,1.0,3.0
07001,"07 MEAT, POULTRY AND EGGS","Beef, high fat, w/o bones, raw",0.85,1180.0,284.0,58.2,18.6,24.1,0.0,0.0,0.9,16.0,2.2,12.0,188.0,134.0,83.0,3.0,1.0,29.0,31.0,29.0,13.0,0.0,0.18,3.4,0.0,0.0,1.63,0.5
07002,"07 MEAT, POULTRY AND EGGS","Beef, lean, raw",0.9,439.0,104.0,75.6,20.6,2.3,0.4,0.0,1.2,5.0,2.3,24.0,279.0,241.0,107.0,4.22,15.0,6.0,7.0,6.0,10.0,0.0,0.23,5.2,2.0,2.0,2.42,0.5
07003,"07 MEAT, POULTRY AND EGGS","Beef, liver, raw",0.99,506.0,120.0,73.9,20.0,4.2,0.7,0.0,1.3,6.0,10.1,17.0,369.0,159.0,75.0,4.12,17.0,19534.0,19601.0,19466.0,811.0,0.23,2.63,9.4,268.0,268.0,112.84,14.0
07004,"07 MEAT, POULTRY AND EGGS","Beef, medium fat, w/o bones, raw",0.9,632.0,151.0,70.3,19.7,7.2,1.8,0.0,1.0,4.0,12.4,24.0,280.0,231.0,121.0,3.85,20.0,10.0,10.0,9.0,5.0,0.0,0.21,4.4,2.0,2.0,1.9,0.6
07005,"07 MEAT, POULTRY AND EGGS","Camel blood, raw",1.0,348.0,42.0,78.4,15.8,0.9,2.7,0.0,2.2,8.0,20.6,6.0,33.0,114.0,313.0,0.65,12.0,74.0,74.0,74.0,,0.04,0.05,0.2,,,,
07006,"07 MEAT, POULTRY AND EGGS",Camel Meat,1.0,826.0,197.0,60.5,18.6,8.9,10.8,0.0,1.4,4.0,3.8,13.0,134.0,325.0,49.0,1.93,9.0,1.0,2.0,0.0,10.0,0.04,0.2,6.0,8.0,8.0,1.7,0.0
07007,"07 MEAT, POULTRY AND EGGS","Cow’s blood, raw",1.0,403.0,95.0,75.0,13.8,0.9,8.0,0.0,2.4,14.0,18.8,5.0,20.0,199.0,469.0,1.13,21.0,74.0,74.0,74.0,,0.08,0.09,0.35,,,,
07008,"07 MEAT, POULTRY AND EGGS","Duck, meat and skin, fresh, raw",1.0,1050.0,253.0,62.2,17.8,21.2,0.0,0.0,1.1,5.0,1.9,15.0,167.0,212.0,82.0,1.55,20.0,39.0,39.0,39.0,0.0,0.35,0.45,3.51,0.0,0.0,0.6,0.0
07009,"07 MEAT, POULTRY AND EGGS","Chicken, unespecified part, w/o bone, meat&skin, raw",0.65,864.0,207.0,63.6,18.7,13.0,3.8,0.0,0.9,13.0,2.5,20.0,243.0,152.0,68.0,0.89,16.0,75.0,75.0,75.0,0.0,0.14,0.12,6.4,11.0,11.0,0.63,1.2
07010,"07 MEAT, POULTRY AND EGGS","Egg, chicken, white (albumen), raw",0.56,206.0,48.0,87.2,11.2,0.0,0.9,0.0,0.7,5.0,0.1,11.0,10.0,119.0,143.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,7.0,7.0,0.0,0.0
07011,"07 MEAT, POULTRY AND EGGS","Egg, chicken, whole, raw",0.87,558.0,134.0,75.9,12.7,8.1,2.4,0.0,0.9,54.0,1.7,14.0,180.0,126.0,155.0,1.13,23.0,186.0,186.0,186.0,0.0,0.12,0.51,0.0,83.0,83.0,1.7,0.0
07012,"07 MEAT, POULTRY AND EGGS","Egg, chicken, yolk, raw",0.31,1370.0,331.0,51.0,16.1,28.2,3.2,0.0,1.5,130.0,6.0,8.0,398.0,104.0,50.0,2.5,56.0,449.0,449.0,449.0,0.0,0.19,0.4,0.0,120.0,120.0,4.0,0.0
07013,"07 MEAT, POULTRY AND EGGS","Goat blood, raw",1.0,290.0,69.0,86.4,3.8,3.9,4.9,0.0,1.1,8.0,27.2,6.0,23.0,169.0,216.0,0.65,12.0,,,,,,,,,,,
07014,"07 MEAT, POULTRY AND EGGS","Goat, lean, raw",0.71,500.0,119.0,74.6,19.5,4.3,0.6,0.0,1.0,10.0,7.2,29.0,276.0,243.0,156.0,3.66,22.0,7.0,7.0,7.0,0.0,0.17,0.23,4.4,2.0,2.0,3.09,0.4
07015,"07 MEAT, POULTRY AND EGGS","Goat liver, raw",0.99,485.0,115.0,74.8,20.2,3.9,0.0,0.0,1.3,12.0,6.6,18.0,308.0,225.0,64.0,3.48,48.0,15700.0,15700.0,15700.0,0.0,0.2,0.37,12.9,178.0,178.0,64.0,14.0
07016,"07 MEAT, POULTRY AND EGGS","Goat, medium fat, raw",0.74,695.0,166.0,68.2,18.6,8.6,3.5,0.0,1.0,,10.0,1.9,22.0,237.0,198.0,121.0,3.26,18.0,18.0,18.0,0.0,0.16,0.18,3.7,1.0,1.0,2.34,0.8
07017,"07 MEAT, POULTRY AND EGGS","Guinea fowl, meat, with skin",1.0,471.0,112.0,75.2,20.5,3.2,0.1,0.0,0.9,,31.0,2.2,21.0,187.0,240.0,58.0,1.48,2.0,2.0,2.0,0.0,0.02,0.18,3.6,4.0,4.0,0.27,1.0
07018,"07 MEAT, POULTRY AND EGGS","Lamb liver, raw",1.0,675.0,161.0,67.6,20.4,7.5,3.1,0.0,1.5,,10.0,8.3,18.0,413.0,326.0,67.0,4.22,31400.0,31400.0,31400.0,46.0,0.3,2.25,10.9,759.0,759.0,90.0,20.0
07019,"07 MEAT, POULTRY AND EGGS","Lamb, raw (unspecified part)",1.0,1120.0,269.0,60.0,17.0,22.7,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.12,0.23,6.1,18.0,18.0,2.39,0.0
07020,"07 MEAT, POULTRY AND EGGS","Pork, meat, raw (unspecified part)",1.0,1190.0,286.0,57.2,18.9,23.5,0.0,0.0,0.7,25.0,1.1,13.0,178.0,253.0,58.0,1.59,28.0,0.0,0.0,0.0,0.0,0.63,0.17,3.8,4.0,4.0,0.6,0.0
07021,"07 MEAT, POULTRY AND EGGS","Rabbit meat, raw",1.0,636.0,151.0,67.0,24.4,4.8,2.5,0.0,1.3,12.0,1.0,18.0,290.0,370.0,53.0,1.6,25.0,10.0,10.0,10.0,0.0,0.46,0.06,7.5,11.0,11.0,5.3,0.0
07022,"07 MEAT, POULTRY AND EGGS","Sausage, beef, raw",1.0,989.0,238.0,57.5,12.0,16.3,9.7,2.2,2.3,42.0,1.0,26.0,492.0,279.0,679.0,3.42,79.0,129.0,134.0,125.0,54.0,0.03,0.1,2.6,9.0,9.0,1.42,0.0
07023,"07 MEAT, POULTRY AND EGGS","Sausage, frankfurters",1.0,1130.0,274.0,60.0,10.0,25.0,1.6,1.5,1.9,78.0,1.5,11.0,150.0,75.0,1000.0,2.3,7.0,9.0,11.0,7.0,24.0,0.04,0.08,0.9,3.0,3.0,1.1,0.0
07024,"07 MEAT, POULTRY AND EGGS","Sausage, liver, raw",1.0,1330.0,322.0,52.0,13.0,28.5,3.4,0.0,3.1,30.0,6.4,12.0,230.0,170.0,900.0,2.3,58.0,8310.0,8310.0,8310.0,0.0,0.2,1.6,4.3,30.0,30.0,13.46,0.0
07025,"07 MEAT, POULTRY AND EGGS","Sausage, pork, raw",1.0,1420.0,343.0,51.0,11.5,32.0,1.7,1.3,2.5,25.0,1.1,15.0,160.0,160.0,720.0,1.7,26.0,26.0,27.0,25.0,13.0,0.04,0.12,2.7,21.0,21.0,0.6,0.0
07026,"07 MEAT, POULTRY AND EGGS","Quail, flesh & skin, raw",0.54,729.0,175.0,69.7,19.1,11.5,0.0,0.0,1.0,10.0,2.6,24.0,243.0,358.0,49.0,1.58,16.0,47.0,47.0,47.0,0.0,0.17,0.39,7.1,8.0,8.0,0.82,6.0
07027,"07 MEAT, POULTRY AND EGGS","Egg, chicken, whole, boiled (without salt)",0.87,558.0,134.0,75.9,12.7,8.1,2.0,0.0,0.9,51.0,1.6,13.0,171.0,120.0,147.0,1.07,21.0,177.0,177.0,177.0,0.0,0.09,0.41,0.0,66.0,66.0,1.0,0.0
07028,"07 MEAT, POULTRY AND EGGS","Egg, chicken, whole, poached (without salt)",1.0,634.0,152.0,72.6,14.4,9.2,3.0,0.0,1.0,58.0,1.9,15.0,194.0,136.0,167.0,1.21,24.0,201.0,201.0,201.0,0.0,0.1,0.46,0.0,75.0,75.0,2.0,0.0
07029,"07 MEAT, POULTRY AND EGGS","Egg, chicken, yolk, boiled (without salt)",0.31,1370.0,331.0,51.0,16.1,28.2,3.0,0.0,1.5,124.0,5.7,8.0,378.0,99.0,48.0,2.38,53.0,427.0,427.0,427.0,0.0,0.15,0.32,0.0,96.0,96.0,3.0,0.0
07030,"07 MEAT, POULTRY AND EGGS","Egg, chicken, white (albumin), boiled (without salt)",0.56,206.0,48.0,87.2,11.2,0.0,1.0,0.0,0.7,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.33,0.0,6.0,6.0,0.0,0.0
07031,"07 MEAT, POULTRY AND EGGS","Beef, high fat, w/o bones, boiled (without salt)",0.77,1670.0,402.0,39.7,31.1,30.8,0.0,0.0,1.4,21.0,3.7,12.0,203.0,112.0,62.0,5.0,1.0,37.0,38.0,35.0,16.0,0.0,0.23,2.8,0.0,0.0,2.0,1.0
07032,"07 MEAT, POULTRY AND EGGS","Beef, high fat, w/o bones, grilled (without salt and fat)",0.8,1480.0,356.0,47.4,25.9,28.0,0.0,0.0,1.2,20.0,3.0,14.0,235.0,158.0,98.0,4.17,1.0,31.0,32.0,30.0,14.0,0.0,0.22,3.8,0.0,0.0,2.0,1.0
07033,"07 MEAT, POULTRY AND EGGS","Beef, high fat, w/o bones, stewed (without salt)",0.78,1890.0,455.0,34.7,29.1,37.6,0.0,0.0,1.4,21.0,3.5,12.0,235.0,105.0,58.0,4.69,1.0,34.0,36.0,33.0,15.0,0.0,0.23,3.2,0.0,0.0,2.0,1.0
07034,"07 MEAT, POULTRY AND EGGS","Beef, lean, boiled (without salt)",0.82,884.0,209.0,50.3,41.9,4.6,0.0,0.0,2.4,7.0,4.7,30.0,370.0,246.0,99.0,8.62,30.0,10.0,11.0,8.0,15.0,0.0,0.38,5.3,2.0,2.0,3.0,1.0
07035,"07 MEAT, POULTRY AND EGGS","Beef, lean, grilled (without salt and fat)",0.87,602.0,142.0,66.2,28.5,3.1,0.0,0.0,1.6,6.0,3.1,29.0,349.0,285.0,127.0,5.87,20.0,7.0,7.0,6.0,10.0,0.0,0.29,5.8,2.0,2.0,3.0,1.0
07036,"07 MEAT, POULTRY AND EGGS","Beef, lean, stewed (without salt)",0.83,817.0,194.0,54.0,38.8,4.3,0.0,0.0,2.2,7.0,4.4,30.0,421.0,228.0,91.0,7.97,28.0,9.0,10.0,8.0,14.0,0.0,0.37,5.9,2.0,2.0,3.0,1.0
07037,"07 MEAT, POULTRY AND EGGS","Beef, liver, boiled (without salt)",0.99,749.0,178.0,60.4,30.2,6.4,0.0,0.0,2.0,7.0,14.6,20.0,391.0,145.0,68.0,6.25,25.0,23677.0,23759.0,23595.0,983.0,0.24,3.5,7.1,264.0,264.0,111.0,15.0
07038,"07 MEAT, POULTRY AND EGGS","Beef, medium fat, without bones, boiled (without salt)",0.84,829.0,197.0,55.2,32.8,7.4,0.0,0.0,1.7,5.0,20.7,24.0,303.0,192.0,91.0,6.41,34.0,12.0,13.0,11.0,6.0,0.0,0.27,3.7,2.0,2.0,2.0,1.0
07039,"07 MEAT, POULTRY AND EGGS","Beef, medium fat, without bones, grilled (without salt and fat)",0.87,734.0,175.0,61.5,27.3,7.3,0.0,0.0,1.4,5.0,16.3,28.0,350.0,272.0,143.0,5.34,28.0,10.0,10.0,10.0,5.0,0.0,0.26,4.9,3.0,3.0,2.0,1.0
07040,"07 MEAT, POULTRY AND EGGS","Beef, medium fat, without bones, stewed (without salt)",0.85,939.0,224.0,53.6,30.7,11.3,0.0,0.0,1.6,5.0,19.4,24.0,350.0,180.0,85.0,6.01,32.0,11.0,12.0,11.0,6.0,0.0,0.27,4.2,2.0,2.0,2.0,1.0
07041,"07 MEAT, POULTRY AND EGGS","Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)",0.79,942.0,226.0,55.7,23.7,14.6,0.0,0.0,1.2,14.0,2.5,18.0,215.0,77.0,34.0,1.13,21.0,52.0,52.0,52.0,0.0,0.1,0.14,4.9,7.0,7.0,0.0,2.0
07042,"07 MEAT, POULTRY AND EGGS","Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)",0.78,951.0,228.0,55.2,24.0,14.7,0.0,0.0,1.2,15.0,2.9,19.0,249.0,156.0,70.0,1.14,21.0,72.0,72.0,72.0,0.0,0.11,0.13,6.6,9.0,9.0,1.0,1.0
07043,"07 MEAT, POULTRY AND EGGS","Goat, lean, boiled (without salt)",0.62,731.0,174.0,62.0,29.1,6.4,0.0,0.0,1.6,12.0,9.9,34.0,317.0,217.0,137.0,5.46,33.0,8.0,8.0,8.0,0.0,0.0,0.28,3.8,2.0,2.0,3.0,0.0
07044,"07 MEAT, POULTRY AND EGGS","Goat, lean, grilled (without salt and fat)",0.63,710.0,169.0,63.1,28.3,6.2,0.0,0.0,1.5,14.0,9.6,35.0,332.0,281.0,189.0,5.03,32.0,9.0,9.0,9.0,0.0,0.17,0.3,5.2,2.0,2.0,3.0,1.0
07045,"07 MEAT, POULTRY AND EGGS","Goat, liver, boiled (without salt)",0.99,740.0,176.0,61.9,30.5,6.0,0.0,0.0,2.0,,14.0,9.4,22.0,326.0,205.0,58.0,5.27,19000.0,19000.0,19000.0,0.0,0.21,0.49,9.8,175.0,175.0,0.0,0.0
07046,"07 MEAT, POULTRY AND EGGS","Goat, medium fat, boiled (without salt)",0.66,820.0,196.0,56.0,27.8,9.4,0.0,0.0,1.5,,12.0,2.7,25.0,273.0,177.0,106.0,4.86,20.0,20.0,20.0,0.0,0.13,0.22,3.3,1.0,1.0,2.0,1.0
07047,"07 MEAT, POULTRY AND EGGS","Goat, medium fat, grilled (without salt and fat)",0.66,804.0,192.0,57.1,26.9,9.3,0.0,0.0,1.5,,14.0,2.6,26.0,286.0,229.0,147.0,4.48,21.0,21.0,21.0,0.0,0.16,0.23,4.4,1.0,1.0,3.0,1.0
07048,"07 MEAT, POULTRY AND EGGS","Lamb, liver, boiled (without salt)",1.0,811.0,193.0,54.5,30.8,7.8,0.0,0.0,2.3,,12.0,12.0,22.0,438.0,296.0,61.0,6.39,38100.0,38100.0,38100.0,56.0,0.32,3.0,8.3,748.0,748.0,89.0,21.0
07049,"07 MEAT, POULTRY AND EGGS","Lamb, unspecified part, boiled (without salt)",1.0,1430.0,344.0,47.2,25.4,26.9,0.0,0.0,1.5,14.0,2.5,21.0,179.0,189.0,54.0,4.97,30.0,0.0,0.0,0.0,0.0,0.07,0.18,4.6,16.0,16.0,2.0,0.0
07050,"07 MEAT, POULTRY AND EGGS","Lamb, unspecified part, grilled (without salt and fat)",1.0,1400.0,338.0,48.3,24.6,26.6,0.0,0.0,1.4,17.0,2.3,27.0,185.0,283.0,74.0,4.83,29.0,0.0,0.0,0.0,0.0,0.1,0.29,7.1,18.0,18.0,3.0,0.0
