date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,county_name,county_norm,county_code
2016-03-15,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,79.17,0.78,Kajiado,kajiado,KE034
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.43,0.25,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2300.0,22.68,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,4337.5,42.78,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,2772.0,27.34,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,59.83,0.59,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,7668.0,75.62,Nakuru,nakuru,KE032
2016-03-15,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,76.0,0.75,Turkana,turkana,KE023
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.93,0.26,Uasin Gishu,uasin gishu,KE027
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2432.0,23.98,Uasin Gishu,uasin gishu,KE027
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1522.33,15.01,Uasin Gishu,uasin gishu,KE027
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,5850.0,57.69,Uasin Gishu,uasin gishu,KE027
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,71.13,0.7,Uasin Gishu,uasin gishu,KE027
2016-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,7668.0,75.62,Uasin Gishu,uasin gishu,KE027
2016-04-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.19,0.29,Mombasa,mombasa,KE001
2016-04-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,53.35,0.53,Mombasa,mombasa,KE001
2016-04-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,29.0,0.29,Kitui,kitui,KE015
2016-04-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3600.0,35.61,Kitui,kitui,KE015
2016-04-15,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,71.0,0.7,Kitui,kitui,KE015
2016-04-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.05,0.31,Nairobi,nairobi,KE047
2016-04-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2730.0,27.0,Nairobi,nairobi,KE047
2016-04-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,67.21,0.66,Nairobi,nairobi,KE047
2016-04-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,44.94,0.44,Nairobi,nairobi,KE047
2016-04-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,81.61,0.81,Nairobi,nairobi,KE047
2016-04-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,30.2,0.3,Kisumu,kisumu,KE042
2016-04-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,70.46,0.7,Kisumu,kisumu,KE042
2016-04-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.67,0.25,Nakuru,nakuru,KE032
2016-04-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,55.36,0.55,Nakuru,nakuru,KE032
2016-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.34,0.27,Uasin Gishu,uasin gishu,KE027
2016-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2545.0,25.17,Uasin Gishu,uasin gishu,KE027
2016-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,72.48,0.72,Uasin Gishu,uasin gishu,KE027
2016-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8325.0,82.34,Uasin Gishu,uasin gishu,KE027
2016-05-15,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,41.67,0.41,,,
2016-05-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,38.0,0.38,Kilifi,kilifi,KE003
2016-05-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,86.0,0.85,Kilifi,kilifi,KE003
2016-05-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,28.86,0.29,Mombasa,mombasa,KE001
2016-05-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2651.0,26.35,Mombasa,mombasa,KE001
2016-05-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,55.73,0.55,Mombasa,mombasa,KE001
2016-05-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,6148.0,61.11,Mombasa,mombasa,KE001
2016-05-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,28.0,0.28,Kitui,kitui,KE015
2016-05-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,3500.0,34.79,Kitui,kitui,KE015
2016-05-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3600.0,35.79,Kitui,kitui,KE015
2016-05-15,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,72.0,0.72,Kitui,kitui,KE015
2016-05-15,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,43.0,0.43,Marsabit,marsabit,KE010
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,48.0,0.48,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,30.81,0.31,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2651.0,26.35,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2835.0,28.18,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3498.0,34.77,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,50.0,0.5,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,71.34,0.71,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,47.96,0.48,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,85.14,0.85,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,185.0,1.84,Nairobi,nairobi,KE047
2016-05-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5940.0,59.05,Nairobi,nairobi,KE047
2016-05-15,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,51.0,0.51,Garissa,garissa,KE007
2016-05-15,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,65.0,0.65,Mandera,mandera,KE009
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,32.3,0.32,Kisumu,kisumu,KE042
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3200.0,31.81,Kisumu,kisumu,KE042
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,3480.0,34.59,Kisumu,kisumu,KE042
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3200.0,31.81,Kisumu,kisumu,KE042
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,70.58,0.7,Kisumu,kisumu,KE042
2016-05-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8000.0,79.52,Kisumu,kisumu,KE042
2016-05-15,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,43.0,0.43,Baringo,baringo,KE030
2016-05-15,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,97.0,0.96,Baringo,baringo,KE030
2016-05-15,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,47.0,0.47,Kajiado,kajiado,KE034
2016-05-15,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,83.0,0.83,Kajiado,kajiado,KE034
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,26.53,0.26,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2525.0,25.1,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,4100.0,40.76,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,2825.0,28.08,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,50.87,0.51,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,6125.0,60.88,Nakuru,nakuru,KE032
2016-05-15,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,84.0,0.83,Turkana,turkana,KE023
2016-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.93,0.28,Uasin Gishu,uasin gishu,KE027
2016-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1730.0,17.2,Uasin Gishu,uasin gishu,KE027
2016-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,4950.0,49.2,Uasin Gishu,uasin gishu,KE027
2016-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,70.82,0.7,Uasin Gishu,uasin gishu,KE027
2016-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8100.0,80.52,Uasin Gishu,uasin gishu,KE027
2016-06-15,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,41.7,0.41,,,
2016-06-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,44.0,0.43,Kilifi,kilifi,KE003
2016-06-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,83.0,0.82,Kilifi,kilifi,KE003
2016-06-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.85,0.29,Mombasa,mombasa,KE001
2016-06-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2670.0,26.38,Mombasa,mombasa,KE001
2016-06-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,59.76,0.59,Mombasa,mombasa,KE001
2016-06-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,6154.0,60.81,Mombasa,mombasa,KE001
2016-06-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,28.0,0.28,Kitui,kitui,KE015
2016-06-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2800.0,27.67,Kitui,kitui,KE015
2016-06-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,4500.0,44.47,Kitui,kitui,KE015
2016-06-15,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,73.0,0.72,Kitui,kitui,KE015
2016-06-15,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,43.9,0.43,Marsabit,marsabit,KE010
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,48.0,0.47,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,32.18,0.32,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2484.0,24.55,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2635.0,26.04,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3354.0,33.14,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,50.0,0.49,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,74.69,0.74,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,59.01,0.58,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,87.07,0.86,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,185.0,1.83,Nairobi,nairobi,KE047
2016-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5823.0,57.54,Nairobi,nairobi,KE047
2016-06-15,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,60.0,0.59,Garissa,garissa,KE007
2016-06-15,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,66.0,0.65,Mandera,mandera,KE009
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,35.0,0.35,Kisumu,kisumu,KE042
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,3200.0,31.62,Kisumu,kisumu,KE042
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,3550.0,35.08,Kisumu,kisumu,KE042
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3200.0,31.62,Kisumu,kisumu,KE042
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,65.29,0.65,Kisumu,kisumu,KE042
2016-06-15,Nyanza,Kisumu,Kisumu,186,-0.1,34.75,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,7380.0,72.92,Kisumu,kisumu,KE042
2016-06-15,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,39.0,0.39,Baringo,baringo,KE030
2016-06-15,Rift Valley,Baringo,Marigat (Baringo),1851,0.46,35.96,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,90.0,0.89,Baringo,baringo,KE030
2016-06-15,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,45.0,0.44,Kajiado,kajiado,KE034
2016-06-15,Rift Valley,Kajiado,Kajiado,1853,-1.84,36.79,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,80.0,0.79,Kajiado,kajiado,KE034
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.08,0.27,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2400.0,23.72,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,4200.0,41.5,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,2700.0,26.68,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,51.52,0.51,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Nakuru,Nakuru,1850,-0.28,36.07,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5250.0,51.88,Nakuru,nakuru,KE032
2016-06-15,Rift Valley,Turkana,Lodwar (Turkana),188,3.12,35.6,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,75.0,0.74,Turkana,turkana,KE023
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.21,0.29,Uasin Gishu,uasin gishu,KE027
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2600.0,25.69,Uasin Gishu,uasin gishu,KE027
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,1421.0,14.04,Uasin Gishu,uasin gishu,KE027
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,4950.0,48.91,Uasin Gishu,uasin gishu,KE027
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,67.06,0.66,Uasin Gishu,uasin gishu,KE027
2016-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,8100.0,80.04,Uasin Gishu,uasin gishu,KE027
2016-07-15,,,Hola (Tana River),1854,,,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,49.54,0.49,,,
2016-07-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,40.0,0.4,Kilifi,kilifi,KE003
2016-07-15,Coast,Kilifi,Kilifi,1852,-3.63,39.85,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,89.0,0.88,Kilifi,kilifi,KE003
2016-07-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2729.38,26.97,Mombasa,mombasa,KE001
2016-07-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,55.9,0.55,Mombasa,mombasa,KE001
2016-07-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,5978.38,59.07,Mombasa,mombasa,KE001
2016-07-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,31.0,0.31,Kitui,kitui,KE015
2016-07-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,3150.0,31.13,Kitui,kitui,KE015
2016-07-15,Eastern,Kitui,Kitui,187,-1.37,38.02,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,4050.0,40.02,Kitui,kitui,KE015
2016-07-15,Eastern,Kitui,Kitui,187,-1.37,38.02,pulses and nuts,Beans (dry),262,KG,actual,Retail,KES,75.0,0.74,Kitui,kitui,KE015
2016-07-15,Eastern,Marsabit,Marsabit,190,2.33,37.98,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,42.4,0.42,Marsabit,marsabit,KE010
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Bread,55,400 G,actual,Retail,KES,50.0,0.49,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.96,0.32,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Maize (white),67,90 KG,actual,Wholesale,KES,2661.5,26.3,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Potatoes (Irish),148,50 KG,actual,Wholesale,KES,2552.81,25.23,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,cereals and tubers,Sorghum,65,90 KG,actual,Wholesale,KES,3178.38,31.41,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,milk and dairy,"Milk (cow, pasteurized)",472,500 ML,actual,Retail,KES,52.0,0.51,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (diesel),284,L,actual,Retail,KES,83.24,0.82,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (kerosene),283,L,actual,Retail,KES,61.45,0.61,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,non-food,Fuel (petrol-gasoline),285,L,actual,Retail,KES,92.93,0.92,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,oil and fats,Oil (vegetable),96,L,actual,Retail,KES,180.0,1.78,Nairobi,nairobi,KE047
2016-07-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans (dry),262,90 KG,actual,Wholesale,KES,6232.69,61.59,Nairobi,nairobi,KE047
2016-07-15,North Eastern,Garissa,Garissa,1855,-0.46,39.65,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,50.0,0.49,Garissa,garissa,KE007
2016-07-15,North Eastern,Mandera,Mandera,189,3.94,41.86,cereals and tubers,Maize (white),67,KG,actual,Retail,KES,66.0,0.65,Mandera,mandera,KE009
